dataset_sample_id,image_path,source_run,source_sample_id,source_image_path,label_source,source_left_pwm,source_right_pwm,quality_score,steering,steering_delta,steering_bin,simulation_time,control_mode,target_lane,corner_radius_m,corner_curvature_1pm,lane_status,lane_error,lane_direction,decision_reason,command,left_pwm,right_pwm,expert_left_pwm,expert_right_pwm,driveability_score,safety_state,position_x,position_y,yaw,cross_track_error,heading_error,target_x,target_y
lane1_00067,images/lane_1/lane1_00067.jpg,run_20260831_015552,736,dataset\runs\run_20260831_015552\images\frame_000736.jpg,expert_command,0.3399,0.3401,0.075267,0.000200,0.000000,-0.03:+0.03,117.920,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.21450,-1.40002,3.14147,0.00450,0.00008,-0.63000,-1.40000
lane1_00068,images/lane_1/lane1_00068.jpg,run_20260831_015552,744,dataset\runs\run_20260831_015552\images\frame_000744.jpg,expert_command,0.3400,0.3400,0.038033,0.000000,0.000000,-0.03:+0.03,119.200,expert,1,0.8,1.25000,both_lanes,3,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.66710,-1.40000,3.14159,0.00210,0.00001,-1.08500,-1.40000
lane1_00069,images/lane_1/lane1_00069.jpg,run_20260831_015552,752,dataset\runs\run_20260831_015552\images\frame_000752.jpg,expert_command,0.3400,0.3400,0.274833,0.000000,0.000000,-0.03:+0.03,120.480,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.11971,-1.40000,-3.14159,0.00029,-0.00000,-1.54000,-1.40000
lane1_00070,images/lane_1/lane1_00070.jpg,run_20260831_015552,757,dataset\runs\run_20260831_015552\images\frame_000757.jpg,expert_command,0.3400,0.3400,0.055167,0.000000,0.000000,-0.03:+0.03,121.280,expert,1,0.8,1.25000,both_lanes,12,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.40259,-1.40000,-3.14159,0.00259,-0.00000,-1.82000,-1.40000
lane1_00071,images/lane_1/lane1_00071.jpg,run_20260831_015552,771,dataset\runs\run_20260831_015552\images\frame_000771.jpg,expert_command,0.4105,0.2413,0.905667,-0.169200,0.150500,-0.22:-0.15,123.520,expert,1,0.8,1.25000,left_only,-40,right,simulator_ground_truth,expert_path_follow,0.4105,0.2413,,,,,-2.18963,-1.40010,3.01501,0.00749,-0.11755,-2.34721,-1.36085
lane1_00072,images/lane_1/lane1_00072.jpg,run_20260831_015552,772,dataset\runs\run_20260831_015552\images\frame_000772.jpg,expert_command,0.4364,0.2050,1.074414,-0.231400,0.062200,-0.30:-0.22,123.680,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4364,0.2050,,,,,-2.24285,-1.40017,2.94570,0.01293,-0.16068,-2.39969,-1.34175
lane1_00073,images/lane_1/lane1_00073.jpg,run_20260831_015552,810,dataset\runs\run_20260831_015552\images\frame_000810.jpg,expert_command,0.2991,0.3692,1.183314,0.070100,0.191000,+0.03:+0.09,129.760,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.2991,0.3692,,,,,-2.93495,0.23444,1.22837,0.03524,0.04868,-2.90000,0.35000
lane1_00074,images/lane_1/lane1_00074.jpg,run_20260831_015552,811,dataset\runs\run_20260831_015552\images\frame_000811.jpg,expert_command,0.2003,0.4398,1.244567,0.239500,0.169400,+0.22:+0.30,129.920,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.2003,0.4398,,,,,-2.91602,0.28606,1.27593,0.01650,0.16631,-2.90000,0.41000
lane1_00075,images/lane_1/lane1_00075.jpg,run_20260831_015552,832,dataset\runs\run_20260831_015552\images\frame_000832.jpg,expert_command,0.4234,0.2232,0.885357,-0.200200,0.036000,-0.22:-0.15,133.280,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4234,0.2232,,,,,-2.57713,1.24947,0.63126,0.00726,-0.13905,-2.42539,1.33084
lane1_00076,images/lane_1/lane1_00076.jpg,run_20260831_015552,833,dataset\runs\run_20260831_015552\images\frame_000833.jpg,expert_command,0.4391,0.2013,1.017429,-0.237800,0.037600,-0.30:-0.22,133.440,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4391,0.2013,,,,,-2.53308,1.28221,0.57633,0.00989,-0.16511,-2.37362,1.35175
lane1_00077,images/lane_1/lane1_00077.jpg,run_20260831_015552,864,dataset\runs\run_20260831_015552\images\frame_000864.jpg,expert_command,0.3410,0.3386,0.045657,-0.002400,0.000300,-0.03:+0.03,138.400,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3410,0.3386,,,,,-0.83768,1.39976,0.00224,0.00233,-0.00167,-0.42000,1.40000
lane1_00078,images/lane_1/lane1_00078.jpg,run_20260831_015552,872,dataset\runs\run_20260831_015552\images\frame_000872.jpg,expert_command,0.3400,0.3400,0.007219,0.000000,0.000100,-0.03:+0.03,139.680,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.38518,1.40024,-0.00061,0.00030,0.00004,0.03500,1.40000
lane1_00079,images/lane_1/lane1_00079.jpg,run_20260831_015552,880,dataset\runs\run_20260831_015552\images\frame_000880.jpg,expert_command,0.3399,0.3401,0.045567,0.000200,0.000000,-0.03:+0.03,140.960,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.06741,1.40004,-0.00023,0.00259,0.00012,0.49000,1.40000
lane1_00080,images/lane_1/lane1_00080.jpg,run_20260831_015552,888,dataset\runs\run_20260831_015552\images\frame_000888.jpg,expert_command,0.3400,0.3400,0.087267,0.000000,0.000000,-0.03:+0.03,142.240,expert,1,0.8,1.25000,both_lanes,4,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.52001,1.40000,-0.00002,0.00499,0.00003,0.94500,1.40000
lane1_00081,images/lane_1/lane1_00081.jpg,run_20260831_015552,898,dataset\runs\run_20260831_015552\images\frame_000898.jpg,expert_command,0.3400,0.3400,0.013667,0.000000,0.000000,-0.03:+0.03,143.840,expert,1,0.8,1.25000,both_lanes,1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.08576,1.40000,0.00001,0.00076,-0.00000,1.50500,1.40000
lane1_00082,images/lane_1/lane1_00082.jpg,run_20260831_015552,903,dataset\runs\run_20260831_015552\images\frame_000903.jpg,expert_command,0.3400,0.3400,0.330667,0.000000,0.000000,-0.03:+0.03,144.640,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.36864,1.40000,0.00000,0.00364,-0.00000,1.78500,1.40000
lane1_00083,images/lane_1/lane1_00083.jpg,run_20260831_015552,914,dataset\runs\run_20260831_015552\images\frame_000914.jpg,expert_command,0.3530,0.3217,0.447010,-0.031300,0.029800,-0.09:-0.03,146.400,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3530,0.3217,,,,,1.99026,1.40001,-0.02019,0.00474,-0.02174,2.22515,1.39015
lane1_00084,images/lane_1/lane1_00084.jpg,run_20260831_015552,917,dataset\runs\run_20260831_015552\images\frame_000917.jpg,expert_command,0.3966,0.2608,0.678486,-0.135800,0.063100,-0.15:-0.09,146.880,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3966,0.2608,,,,,2.15711,1.40007,-0.09352,0.00240,-0.09432,2.32051,1.36901
lane1_00085,images/lane_1/lane1_00085.jpg,run_20260831_015552,941,dataset\runs\run_20260831_015552\images\frame_000941.jpg,expert_command,0.3532,0.3215,1.354324,-0.031700,0.187200,-0.09:-0.03,150.720,expert,1,0.8,1.25000,right_only,50,left,simulator_ground_truth,expert_path_follow,0.3532,0.3215,,,,,2.95089,0.56380,-1.93879,0.05103,-0.02201,2.90000,0.44000
lane1_00086,images/lane_1/lane1_00086.jpg,run_20260831_015552,951,dataset\runs\run_20260831_015552\images\frame_000951.jpg,expert_command,0.4775,0.1475,1.168276,-0.330000,0.099800,-0.45:-0.30,152.320,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4775,0.1475,,,,,2.90088,0.05280,-1.34887,0.00294,-0.22912,2.90000,-0.07000
lane1_00087,images/lane_1/lane1_00087.jpg,run_20260831_015552,994,dataset\runs\run_20260831_015552\images\frame_000994.jpg,expert_command,0.3167,0.3566,0.356195,0.039900,0.005400,+0.03:+0.09,159.200,expert,1,0.8,1.25000,both_lanes,17,forward,simulator_ground_truth,expert_path_follow,0.3167,0.3566,,,,,1.77424,-1.40976,3.09003,0.01453,0.02772,1.36500,-1.40000
lane1_00088,images/lane_1/lane1_00088.jpg,run_20260831_015552,1008,dataset\runs\run_20260831_015552\images\frame_001008.jpg,expert_command,0.3414,0.3381,0.089238,-0.003300,0.000200,-0.03:+0.03,161.440,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3414,0.3381,,,,,0.98467,-1.39878,-3.13645,0.00483,-0.00227,0.56000,-1.40000
lane1_00089,images/lane_1/lane1_00089.jpg,run_20260831_015552,1015,dataset\runs\run_20260831_015552\images\frame_001015.jpg,expert_command,0.3403,0.3396,0.104690,-0.000700,0.000300,-0.03:+0.03,162.560,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3403,0.3396,,,,,0.58884,-1.40032,3.14131,0.00617,-0.00048,0.17500,-1.40000
lane1_00090,images/lane_1/lane1_00090.jpg,run_20260831_015552,1023,dataset\runs\run_20260831_015552\images\frame_001023.jpg,expert_command,0.3399,0.3401,0.067000,0.000200,0.000000,-0.03:+0.03,163.840,expert,1,0.8,1.25000,both_lanes,4,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.13625,-1.40011,3.14118,0.00375,0.00015,-0.28000,-1.40000
lane1_00091,images/lane_1/lane1_00091.jpg,run_20260831_015552,1034,dataset\runs\run_20260831_015552\images\frame_001034.jpg,expert_command,0.3400,0.3400,0.065767,0.000000,0.000000,-0.03:+0.03,165.600,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.48606,-1.40000,3.14156,0.00394,0.00003,-0.91000,-1.40000
lane1_00092,images/lane_1/lane1_00092.jpg,run_20260831_015552,1047,dataset\runs\run_20260831_015552\images\frame_001047.jpg,expert_command,0.3400,0.3400,0.327500,0.000000,0.000000,-0.03:+0.03,167.680,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-1.22155,-1.40000,-3.14159,0.00345,-0.00000,-1.64500,-1.40000
lane1_00093,images/lane_1/lane1_00093.jpg,run_20260831_015552,1064,dataset\runs\run_20260831_015552\images\frame_001064.jpg,expert_command,0.4086,0.2439,0.861205,-0.164700,0.140900,-0.22:-0.15,170.400,expert,1,0.8,1.25000,left_only,-30,right,simulator_ground_truth,expert_path_follow,0.4086,0.2439,,,,,-2.17884,-1.40009,3.02699,0.00655,-0.11438,-2.34721,-1.36085
lane1_00094,images/lane_1/lane1_00094.jpg,run_20260831_015552,1077,dataset\runs\run_20260831_015552\images\frame_001077.jpg,expert_command,0.4343,0.2080,0.981652,-0.226300,0.023200,-0.30:-0.22,172.480,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4343,0.2080,,,,,-2.74835,-1.08497,2.20916,0.01008,-0.15713,-2.82505,-0.93809
lane1_00095,images/lane_1/lane1_00095.jpg,run_20260831_015552,1088,dataset\runs\run_20260831_015552\images\frame_001088.jpg,expert_command,0.3125,0.3596,1.263014,0.047100,0.193800,+0.03:+0.09,174.240,expert,1,0.8,1.25000,right_only,50,left,simulator_ground_truth,expert_path_follow,0.3125,0.3596,,,,,-2.94298,-0.54281,1.20142,0.04307,0.03272,-2.90000,-0.42000
lane1_00096,images/lane_1/lane1_00096.jpg,run_20260831_015552,1098,dataset\runs\run_20260831_015552\images\frame_001098.jpg,expert_command,0.4885,0.1321,1.316367,-0.356400,0.080500,-0.45:-0.30,175.840,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4885,0.1321,,,,,-2.90880,-0.03244,1.74654,0.00914,-0.24751,-2.90000,0.09000
lane1_00097,images/lane_1/lane1_00097.jpg,run_20260831_015552,1106,dataset\runs\run_20260831_015552\images\frame_001106.jpg,expert_command,0.1272,0.4920,1.515343,0.364800,0.148100,+0.30:+0.45,177.120,expert,1,0.8,1.25000,left_only,-20,forward,simulator_ground_truth,expert_path_follow,0.1272,0.4920,,,,,-2.88188,0.37806,1.46495,0.01823,0.25337,-2.90000,0.50000
lane1_00098,images/lane_1/lane1_00098.jpg,run_20260831_015552,1127,dataset\runs\run_20260831_015552\images\frame_001127.jpg,expert_command,0.4507,0.1850,1.116776,-0.265700,0.036800,-0.30:-0.22,180.480,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4507,0.1850,,,,,-2.49689,1.30760,0.52335,0.01201,-0.18452,-2.33390,1.36504
lane1_00099,images/lane_1/lane1_00099.jpg,run_20260831_015552,1130,dataset\runs\run_20260831_015552\images\frame_001130.jpg,expert_command,0.4904,0.1295,1.570176,-0.360900,0.031900,-0.45:-0.30,180.960,expert,1,0.8,1.25000,both_lanes,-97,right,simulator_ground_truth,expert_path_follow,0.4904,0.1295,,,,,-2.35278,1.39704,0.24225,0.03662,-0.25065,-2.18362,1.39562
lane1_00100,images/lane_1/lane1_00100.jpg,run_20260831_015552,1142,dataset\runs\run_20260831_015552\images\frame_001142.jpg,expert_command,0.3202,0.3542,0.363805,0.034000,0.005100,+0.03:+0.09,182.880,expert,1,0.8,1.25000,both_lanes,11,forward,simulator_ground_truth,expert_path_follow,0.3202,0.3542,,,,,-1.69584,1.40330,-0.03120,0.01618,0.02363,-1.26000,1.40000
lane1_00101,images/lane_1/lane1_00101.jpg,run_20260831_015552,1151,dataset\runs\run_20260831_015552\images\frame_001151.jpg,expert_command,0.3410,0.3386,0.068419,-0.002400,0.001500,-0.03:+0.03,184.320,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3410,0.3386,,,,,-1.18819,1.39677,0.00936,0.00370,-0.00164,-0.77000,1.40000
lane1_00102,images/lane_1/lane1_00102.jpg,run_20260831_015552,1159,dataset\runs\run_20260831_015552\images\frame_001159.jpg,expert_command,0.3407,0.3391,0.020195,-0.001600,0.000500,-0.03:+0.03,185.600,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3407,0.3391,,,,,-0.73589,1.40013,0.00082,0.00090,-0.00113,-0.31500,1.40000
lane1_00103,images/lane_1/lane1_00103.jpg,run_20260831_015552,1169,dataset\runs\run_20260831_015552\images\frame_001169.jpg,expert_command,0.3399,0.3401,0.082500,0.000200,0.000000,-0.03:+0.03,187.200,expert,1,0.8,1.25000,both_lanes,2,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,-0.17020,1.40012,-0.00045,0.00480,0.00015,0.24500,1.40000
lane1_00104,images/lane_1/lane1_00104.jpg,run_20260831_015552,1177,dataset\runs\run_20260831_015552\images\frame_001177.jpg,expert_command,0.3399,0.3400,0.040067,0.000100,0.000000,-0.03:+0.03,188.480,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3400,,,,,0.28239,1.40001,-0.00009,0.00239,0.00007,0.70000,1.40000
lane1_00105,images/lane_1/lane1_00105.jpg,run_20260831_015552,1185,dataset\runs\run_20260831_015552\images\frame_001185.jpg,expert_command,0.3400,0.3400,0.001200,0.000000,0.000000,-0.03:+0.03,189.760,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,0.73499,1.40000,0.00000,0.00001,0.00001,1.15500,1.40000
lane1_00106,images/lane_1/lane1_00106.jpg,run_20260831_015552,1193,dataset\runs\run_20260831_015552\images\frame_001193.jpg,expert_command,0.3400,0.3400,0.050000,0.000000,0.000000,-0.03:+0.03,191.040,expert,1,0.8,1.25000,both_lanes,10,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.18760,1.40000,0.00000,0.00240,-0.00000,1.61000,1.40000
lane1_00107,images/lane_1/lane1_00107.jpg,run_20260831_015552,1195,dataset\runs\run_20260831_015552\images\frame_001195.jpg,expert_command,0.3400,0.3400,0.334833,0.000000,0.000000,-0.03:+0.03,191.360,expert,1,0.8,1.25000,left_only,-19,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,1.30075,1.40000,0.00000,0.00575,-0.00000,1.71500,1.40000
lane1_00108,images/lane_1/lane1_00108.jpg,run_20260831_015552,1203,dataset\runs\run_20260831_015552\images\frame_001203.jpg,expert_command,0.3407,0.3391,0.330905,-0.001600,0.001600,-0.03:+0.03,192.640,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3407,0.3391,,,,,1.75335,1.40000,-0.00018,0.00335,-0.00111,2.12792,1.39951
lane1_00109,images/lane_1/lane1_00109.jpg,run_20260831_015552,1222,dataset\runs\run_20260831_015552\images\frame_001222.jpg,expert_command,0.4212,0.2264,0.899571,-0.194800,0.009300,-0.22:-0.15,195.680,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4212,0.2264,,,,,2.69332,1.15168,-0.85091,0.01024,-0.13528,2.78573,1.01203
lane1_00110,images/lane_1/lane1_00110.jpg,run_20260831_015552,1235,dataset\runs\run_20260831_015552\images\frame_001235.jpg,expert_command,0.2702,0.3898,1.291967,0.119600,0.190400,+0.09:+0.15,197.760,expert,1,0.8,1.25000,right_only,50,left,simulator_ground_truth,expert_path_follow,0.2702,0.3898,,,,,2.93485,0.52204,-1.93207,0.03491,0.08308,2.90000,0.40000
lane1_00111,images/lane_1/lane1_00111.jpg,run_20260831_015552,1269,dataset\runs\run_20260831_015552\images\frame_001269.jpg,expert_command,0.3892,0.2712,0.740019,-0.118000,0.005700,-0.15:-0.09,203.200,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3892,0.2712,,,,,2.69505,-1.15137,-2.40770,0.01152,-0.08194,2.55886,-1.25532
lane1_00112,images/lane_1/lane1_00112.jpg,run_20260831_015552,1275,dataset\runs\run_20260831_015552\images\frame_001275.jpg,expert_command,0.4705,0.1574,1.366738,-0.313100,0.035200,-0.45:-0.30,204.160,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4705,0.1574,,,,,2.43130,-1.35047,-2.73231,0.02051,-0.21742,2.26633,-1.38252
lane1_00113,images/lane_1/lane1_00113.jpg,run_20260831_015552,1289,dataset\runs\run_20260831_015552\images\frame_001289.jpg,expert_command,0.3218,0.3530,0.205771,0.031200,0.006500,+0.03:+0.09,206.400,expert,1,0.8,1.25000,both_lanes,14,forward,simulator_ground_truth,expert_path_follow,0.3218,0.3530,,,,,1.67340,-1.40184,3.11554,0.00685,0.02161,1.26000,-1.40000
lane1_00114,images/lane_1/lane1_00114.jpg,run_20260831_015552,1302,dataset\runs\run_20260831_015552\images\frame_001302.jpg,expert_command,0.3413,0.3382,0.101890,-0.003100,0.000300,-0.03:+0.03,208.480,expert,1,0.8,1.25000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.3413,0.3382,,,,,0.93945,-1.39914,-3.13744,0.00562,-0.00209,0.52500,-1.40000
lane1_00115,images/lane_1/lane1_00115.jpg,run_20260831_015552,1310,dataset\runs\run_20260831_015552\images\frame_001310.jpg,expert_command,0.3401,0.3399,0.052757,-0.000200,0.000300,-0.03:+0.03,209.760,expert,1,0.8,1.25000,both_lanes,-2,forward,simulator_ground_truth,expert_path_follow,0.3401,0.3399,,,,,0.48701,-1.40030,3.14103,0.00300,-0.00015,0.07000,-1.40000
lane1_00116,images/lane_1/lane1_00116.jpg,run_20260831_015552,1318,dataset\runs\run_20260831_015552\images\frame_001318.jpg,expert_command,0.3399,0.3401,0.010167,0.000200,0.000000,-0.03:+0.03,211.040,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3399,0.3401,,,,,0.03442,-1.40007,3.14128,0.00058,0.00015,-0.38500,-1.40000
lane1_00117,images/lane_1/lane1_00117.jpg,run_20260831_015552,1326,dataset\runs\run_20260831_015552\images\frame_001326.jpg,expert_command,0.3400,0.3400,0.034633,0.000000,0.000000,-0.03:+0.03,212.320,expert,1,0.8,1.25000,both_lanes,4,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.41817,-1.40000,3.14155,0.00183,0.00004,-0.84000,-1.40000
lane1_00118,images/lane_1/lane1_00118.jpg,run_20260831_015552,1336,dataset\runs\run_20260831_015552\images\frame_001336.jpg,expert_command,0.3400,0.3400,0.077500,0.000000,0.000000,-0.03:+0.03,213.920,expert,1,0.8,1.25000,both_lanes,12,forward,simulator_ground_truth,expert_path_follow,0.3400,0.3400,,,,,-0.98393,-1.40000,-3.14159,0.00393,-0.00000,-1.40000,-1.40000
lane1_00119,images/lane_1/lane1_00119.jpg,run_20260831_015552,1349,dataset\runs\run_20260831_015552\images\frame_001349.jpg,expert_command,0.3402,0.3398,0.344810,-0.000400,0.000400,-0.03:+0.03,216.000,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.3402,0.3398,,,,,-1.71941,-1.40000,3.14157,0.00441,-0.00029,-2.11396,-1.39988
lane1_00120,images/lane_1/lane1_00120.jpg,run_20260831_015552,1357,dataset\runs\run_20260831_015552\images\frame_001357.jpg,expert_command,0.4027,0.2522,0.755895,-0.150500,0.125800,-0.22:-0.15,217.280,expert,1,0.8,1.25000,left_only,-20,forward,simulator_ground_truth,expert_path_follow,0.4027,0.2522,,,,,-2.16800,-1.40008,3.03804,0.00357,-0.10457,-2.33390,-1.36504
lane1_00121,images/lane_1/lane1_00121.jpg,run_20260831_015552,1370,dataset\runs\run_20260831_015552\images\frame_001370.jpg,expert_command,0.4317,0.2116,0.980967,-0.220100,0.016100,-0.30:-0.22,219.360,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4317,0.2116,,,,,-2.74164,-1.09352,2.22021,0.01127,-0.15280,-2.81904,-0.95070
lane1_00122,images/lane_1/lane1_00122.jpg,run_20260831_015552,1422,dataset\runs\run_20260831_015552\images\frame_001422.jpg,expert_command,0.4751,0.1508,1.447929,-0.324300,0.031300,-0.45:-0.30,227.680,expert,1,0.8,1.25000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4751,0.1508,,,,,-2.41202,1.36237,0.37128,0.02403,-0.22518,-2.23892,1.38785
lane1_00123,images/lane_1/lane1_00123.jpg,run_20260831_015552,1451,dataset\runs\run_20260831_015552\images\frame_001451.jpg,expert_command,0.3409,0.3387,0.026143,-0.002200,0.000400,-0.03:+0.03,232.320,expert,1,0.8,1.25000,both_lanes,0,forward,simulator_ground_truth,expert_path_follow,0.3409,0.3387,,,,,-0.80375,1.39991,0.00170,0.00125,-0.00149,-0.38500,1.40000
